"Johann Sebastian Bach","1685-3-21"," Composer"
"Francis Lewis","1713-3-21"," signed Decl of Ind"
"Jean-Baptiste-Joseph Fourier","1768-3-21"," mathematician & Egyptologist"
"Benito Juarez","1806-3-21"," pres of Mexico (1858-72)"
"James Jesse Strang","1813-3-21"," MI (1850-56)"
"Modest Mussorgsky","1839-3-21"," Night on Bald Mtn.)"
"Antonia Caetana de Paiva Pereira Maury","1866-3-21"," astronomer"
"Florenz Ziegfeld","1869-3-21"," of Follies fame"
"John D. Rockefeller","1906-3-21"," billionaire"
"Mort Lindsey","1923-3-21"," band leader"
"James Coco","1930-3-21"," Actor"
"Al Freeman Jr","1934-3-21","Al Freeman Jr"
"Kathleen Widdoe","1939-3-21","Kathleen Widdoe"
"Kaiser Wilhelm I","1797-3-22"," German emperor"
"Rosa Bonheur","1822-3-22"," French landscape painter"
"Randolph Caldecott","1846-3-22"," Illustrater"
"James Gavin","1907-3-22"," genl"
"Maurice Stans","1908-3-22"," sec of commerce"
"Gabrielle Roy","1909-3-22"," French-Canadian novelist (The Tin Flute)"
"Nicholas Monsarrat","1910-3-22"," English writer"
"Karl Malden","1913-3-22"," don't leave home without it (St of SF)"
"Werner Klemperer","1920-3-22"," Hogan's Heroes Col Klink"
"Marcel Marceau","1923-3-22"," France"
"Stephen Sondheim","1930-3-22"," US composer"
"William Shatner","1931-3-22"," T J Hooker)"
"Orrin Hatch","1934-3-22"," Utah sen"
"May Britt","1936-3-22"," German Actress & former wife of Sammy Davis Jr"
"Barbara Parkins","1942-3-22"," Engl (Peyton Place)"
"George Benson","1943-3-22"," singer-guitarist"
"Andrew Lloyd Webber","1948-3-22"," Composer"
"John Bartram","1699-3-23"," botanist"
"Pierre-Simon Laplace","1749-3-23"," physicist"
"Schuyler Colfax","1823-3-23"," 17th VP (1869-73)"
"Fannie Farmer","1857-3-23","Fannie Farmer"
"Sir Muirhead Bone","1876-3-23"," engraver"
"Roger Martin du Gard","1881-3-23"," dramatist (Nobel 1937)"
"Daniel Bovet","1907-3-23"," Swiss pharmacologist (Nobel 1957)"
"Joan Crawford","1908-3-23"," ever! (Mildred Pierce)"
"Akira Kurosawa","1910-3-23"," film director"
"Wernher von Braun","1912-3-23"," rocket expert"
"Marty Allen","1922-3-23"," Comedian (Allen & Rossi)"
"Arnie Weinmeister","1923-3-23"," Giants)"
"Martha Wright","1926-3-23"," Seattle Wash"
"Teofilo Stevenson","1952-3-23"," Olympic boxer"
"Chaka Khan","1953-3-23"," Great Lakes Ill rocker"
"Moses Malone","1954-3-23"," Basketball player"
"Rufus King","1755-3-24"," sen"
"John Wesley Powell","1834-3-24"," geologist"
"William Morris","1834-3-24"," artist"
"Andrew W. Mellon","1855-3-24"," financier"
"Harry Houdini","1874-3-24"," escape artist"
"Peter Debye","1884-3-24"," Dutch physical chemist (Nobel 1936)"
"Thomas E Dewey","1902-3-24"," Pres candidate"
"Malcolm Muggeridge","1903-3-24"," English writer"
"Norman Fell","1925-3-24"," (Mr Roper - 3s Company)"
"Roger Bannister","1929-3-24"," English runner; 1st 4-min mile"
"Steve McQueen","1930-3-24"," Actor"
"Larry Wilson","1938-3-24"," NFL back (Cardinals)"
"Bob Mackie","1940-3-24"," designer"
"Robert Carradine","1954-3-24","Robert Carradine"
"Renaldo Nehemiah","1959-3-24"," track star"
"Arturo Toscanini","1867-3-25"," conductor"
"Gutzon Borglum","1867-3-25"," sculpted Mt. Rushmore"
"Bela Bart¢k","1881-3-25"," Hungary - composer - pianist"
"Bella Spewack","1899-3-25"," Hungary - playwright"
"Dame Bridget D'Oyly Carte","1908-3-25"," Brit theater & hotel director"
"David Lean","1908-3-25"," director (Dr. Zhivago & Ryan's Daughter)"
"Howard Cosell","1920-3-25"," sportscaster"
"Nancy Kelly","1921-3-25"," Lowell Mass"
"Simone Signoret","1921-3-25"," (Casque d'Or & Room at the Top)--Weisbaden Germany"
"James A. Lovell Jr","1928-3-25"," astronaut (Gemini 7 & 12 & Apollo 8 & 13)"
"Gloria Steinhem","1934-3-25"," feminist - Toledo Oh"
"Anita Bryant","1940-3-25"," Oklahoma Miss America candidate"
"Aretha Franklin","1942-3-25"," Memphis Tenn Soul Sister #1"
"Elton John","1947-3-25"," singer - England"
"Bonnie Bedelia","1948-3-25"," NY"
"Mary Gross","1953-3-25"," Chicago Ill (SNL)"
"Nathaniel Bowditch","1773-3-26"," mathematician & astronomer & author"
"Edward Bellamy","1850-3-26"," author (Looking Backward)"
"Jane Delano","1858-3-26"," nurse & teacher"
"A.E. Housman","1859-3-26"," England - poet (Shropshire Lad)"
"Robert Frost","1874-3-26"," poet (Mending Wall & Road Not Taken) SF"
"James B. Connant","1899-3-26"," Yale pres"
"Tennessee Williams","1911-3-26"," Columbus Miss"
"William Westmoreland","1914-3-26"," army general"
"Bob Elliott","1924-3-26"," Comedian (Bob & Ray)"
"Pierre Boulez","1925-3-26"," composer"
"Gregory Corso","1930-3-26"," Long Live Man)"
"Sandra Day O'Connor","1930-3-26"," 1st woman Supreme Court justice"
"Leonard Nimoy","1931-3-26"," (Spock)"
"Alan Arkin","1934-3-26"," Actor"
"Gino Cappelletti","1934-3-26"," AFL running back"
"James Caan","1939-3-26"," Actor (Brian's Song)"
"Erica Jong","1942-3-26"," NYC. author (Fear of Flying)"
"Robert Woodward","1943-3-26"," CIA crimes)"
"Diana Ross","1944-3-26"," Supremes"
"Steve Tyler","1948-3-26"," Rock singer"
"Vicki Lawrence","1949-3-26"," Mama's Family)"
"Teddy Pendergrass","1950-3-26"," singer"
"Louis XVII","1785-3-27"," pretender to the throne during French Rev"
"Nathaniel Currier","1813-3-27"," lithographer (Currier & Ives)"
"Wilhelm Rontgen","1845-3-27"," discovered X-rays (Nobel 1901)"
"Otto Wallach","1847-3-27"," German chemist (Nobel 1910)"
"Sir Henry Royce","1863-3-27"," Rolls-Royce founder"
"Heinrich Mann","1871-3-27"," German novelist & essayist"
"Edward Steichen","1879-3-27"," pioneered American photography"
"Ferde Grofe","1892-3-27"," composer"
"Gloria Swanson","1899-3-27"," Queen Kelly)"
"Sato Eisaku","1901-3-27"," Japanese PM (1964-72) (Nobel 1974)"
"Walt Kiesling","1903-3-27"," coach"
"James Callaghan","1912-3-27"," British PM (1976-79)"
"Budd Schulberg","1914-3-27"," author"
"Snooky Lanson","1914-3-27","Snooky Lanson"
"Cyrus R. Vance","1917-3-27"," Sec of State"
"Sarah Vaughn","1924-3-27"," jazz singer"
"Anthony Lewis","1927-3-27"," Newspaper columnist"
"Arthur Mitchell","1934-3-27"," choreographer"
"Cale Yarborough","1939-3-27"," auto racer"
"Michael York","1942-3-27"," Actor (Cabaret)"
"Maria Schneider","1952-3-27"," Last Tango in Paris"
"Annemarie Proell","1953-3-27"," Alpine skier"
"Brian Kelly","1956-3-27"," CFL wide receiver (Edmonton Eskimos)"
"Fra Bartolomeo","1472-3-28"," Florentine Renaissance painter"
"Aristide Briand","1862-3-28"," French premier (1909-22) (Nobel 1926)"
"Aleksey Peshikov","1868-3-28"," Russia"
"Spencer W. Kimball","1895-3-28"," 12th prophet of Mormon church"
"Rudolf Serkin","1903-3-28"," pianist"
"Edmund S. Muskie","1914-3-28"," Maine sen"
"Dirk Bogarde","1922-3-28"," Actor"
"Freddie Bartholomew","1924-3-28"," Actor"
"Zbigniew Brzezinski","1928-3-28"," national security advisor"
"Sen Frank Murkowski","1933-3-28"," (R-Alaska)"
"Ken Howard","1944-3-28"," Actor"
"Rick Barry","1944-3-28"," NBA star (Golden State Warriors)"
"Reba McEntire","1955-3-28"," Country singer"
"John Tyler","1790-3-29"," 10th Pres (1841-1845)"
"Edward Stanley Earl Derby","1799-3-29"," 1866-68)"
"Edwin Drake","1819-3-29"," US"
"Cy Young","1867-3-29"," 1890-1911)"
"Lou Henry Hoover","1875-3-29"," 1st lady"
"James E. Casey","1888-3-29"," founded UPS"
"Sir William Walton","1902-3-29"," English composer"
"Eugene McCarthy","1916-3-29"," Minn sen"
"Pearl Bailey","1918-3-29"," jazz singer"
"Eileen Heckart","1919-3-29"," Colombus Ohio"
"Emlen Tunnell","1925-3-29"," Packers)"
"Nancy Kwan","1939-3-29"," Hong Kong"
"Walt Frazier","1945-3-29"," NBA star (NY Knicks)"
"Karen Ann Quinlan","1954-3-29","Karen Ann Quinlan"
"Earl Campbell","1955-3-29"," New Orleans)"
"Dianne Kay","1956-3-29"," Phoenix Az"
"Nichiren","1222-3-30"," saint"
"Sir John Hawkins","1719-3-30"," English"
"Francisco Jose de Goya","1746-3-30"," etcher"
"Paul Verlaine","1844-3-30"," French lyric poet"
"Vincent Van Gogh","1853-3-30"," artist"
"Sean O'Casey","1880-3-30"," Irish playwright"
"Stanislaw Lesniewski","1886-3-30"," mathematician"
"Frankie Laine","1913-3-30"," singer"
"Richard Helms","1913-3-30"," former CIA head"
"McGeorge Bundy","1919-3-30"," Natl security adviser"
"John Astin","1930-3-30"," Actor"
"Peter Marshall","1930-3-30"," (Hollywood Squares)"
"Warren Beatty","1937-3-30"," Reds)"
"Eric Clapton","1945-3-30"," musician"
"Rene Descartes","1596-3-31"," therefore he was"
"Andrew Marvell","1621-3-31"," English poet"
"Franz Josef Haydn","1732-3-31"," helped develop Classical style"
"Edward FitzGerald","1809-3-31"," "Rubaiyat of Omar Khayyam""
"Nikolai Gogol","1809-3-31"," father of 19th-century Russian realism (Dead Souls)"
"Robert Wilhelm Eberhard von Bunsen","1811-3-31"," German chemist"
"Sir Dugald Clerk","1854-3-31"," invented 2-stroke motorcycle engine"
"John J. McCloy","1895-3-31"," banker"
"Henry Morgan","1915-3-31","Henry Morgan"
"Richard Kiley","1922-3-31","Richard Kiley"
"Cesar Chavez","1927-3-31"," labor leader (United Farm Workers)"
"William Daniels","1927-3-31"," 1776)"
"Gordie Howe","1928-3-31"," Redwings right wing"
"Shirley Jones","1934-3-31"," (Partridge Family)"
"Herb Alpert","1935-3-31"," A&M music exec"
"Richard Chamberlain","1935-3-31"," Thornbirds)"
"Sen Patrick Leahy","1940-3-31"," D-Vermont"
"Christopher Walken","1943-3-31","Christopher Walken"
"Gabe Kaplan","1945-3-31"," (Welcome Back Kotter)"
"Rhea Perlman","1948-3-31"," Bkln (Taxi & Cheers)"
"Lon Chaney","1883-4-1"," man of a thousand faces"
"Emperor Charlemagne","742-4-2","Emperor Charlemagne"
"Walter Chrysler","1875-4-2"," founded a car company."
"Sir Alec Guiness","1914-4-2"," thespian"
"Jack Webb","1920-4-2"," dum-de-dum-dum"
"Doris Day","1924-4-2"," girl next door"
"Marlon Brando","1924-4-3"," godfather"
"Thaddeus Stevens","1792-4-4","Thaddeus Stevens"
"Dorothea Dix","1802-4-4"," social reformer"
"Booker T. Washington","1856-4-5","Booker T. Washington"
"Bette Davis","1908-4-5","Bette Davis"
"Michael W. Butler","1954-4-5"," creator of the archive files used in this program."
"Philip Henry Gosse","1810-4-6"," invented the institutional aquarium"
"Lincoln Steffens","1866-4-6"," muckraker."
"Anthony Herman Gerard Fokker","1890-4-6"," pioneer aircraft manufacturer"
"Donald Wills Douglas","1892-4-6"," founded an aircraft company."
"Lowell Thomas","1892-4-6"," journalist"
"W.K. Kellogg","1860-4-7"," founded the cereal company."
"Billie Holiday","1915-4-7"," blues singer"
"Mark Russell","1932-4-7"," satirist"
"Sir Adrian Boult","1889-4-8"," conductor (BBC Symphony Orchestra)"
"Eadweard Muybridge","1830-4-9"," pioneered study of motion in photography."
"Charles Proteus Steinmetz","1865-4-9","Charles Proteus Steinmetz"
"W.C. Fields","1879-4-9"," Philadelphian"
"John Presper Eckert","1919-4-9"," co-inventor of 1st electronic computer (ENIAC)"
"Henry Clay","1777-4-12"," 'The Great Compromiser'"
"Francis P. Blair","1791-4-12"," helped found the Republican Party."
"Lionel Hampton","1913-4-12"," orchestra leader & vibraphone improvisor"
"John Hanson","1721-4-13"," 1st US President under the Articles of Confederation"
"Thomas Jefferson","1743-4-13"," 3rd President (1801-1809)"
"F.W. Woolworth","1852-4-13"," the "five-and-ten" king."
"Arnold Toynbee","1889-4-14"," historian"
"Leonardo da Vinci","1452-4-15"," factotum"
"Leonhard Euler","1707-4-15"," mathematician"
"Wilbur Wright","1867-4-16"," of aeroplane fame"
"Charlie Chaplin","1889-4-16"," tramp"
"Kareem Abdul-Jabbar","1947-4-16"," tall person"
"J.P. Morgan","1837-4-17"," financed the US."
"Thornton Wilder","1897-4-17"," American novelist"
"Clarence Darrow","1857-4-18"," lawyer"
"Ole Evinrude","1877-4-19"," invented the outboard marine engine."
"Queen Elizabeth II","1926-4-21","Queen Elizabeth II"
"John Muir","1838-4-21"," naturalist."
"J. Robert Oppenheimer","1904-4-22","J. Robert Oppenheimer"
"William Shakespeare","1564-4-23"," bard"
"James Buchanan","1791-4-23"," 15th President (1857-1861)"
"Stephen Douglas","1813-4-23"," debated Lincoln"
"Shirley Temple","1928-4-23"," child"
"John Graunt","1620-4-24"," founded the science of demography"
"Barbra Streisand","1942-4-24"," profile"
"Guglielmo Marconi","1874-4-25"," made radio possible"
"Edward R. Murrow","1908-4-25"," set the standard for TV correspondents."
"John James Audubon","1785-4-26"," birdwatcher"
"Charles Richter","1900-4-26"," he tells us how bad the quakes are."
"Samuel F. B. Morse","1791-4-27","Samuel F. B. Morse"
"Ulyssses S. Grant","1822-4-27"," 18th President (1869-1877)"
"Wallace Hume Carothers","1896-4-27"," invented nylon."
"James Monroe","1758-4-28"," 5th President (1816-1824)"
"Adolph Sutro","1830-4-29"," tunnels..."
"William Randolph Hearst","1863-4-29"," newspaper publisher (SF Examiner)"
"Duke Ellington","1899-4-29","Duke Ellington"
"Carl Friedrich Gauss","1777-4-30"," one of the greatest mathematician of all time."
"Eve Arden","1912-4-30"," Our Miss Brooks"
"Joseph Addison","1672-5-1"," English essayist (Spectator)"
"Duke of Wellington","1769-5-1"," British PM (1828-30)"
"Mary Harris Jones","1830-5-1"," hell-raiser"
"Pierre Teilhard de Chardin","1881-5-1"," paleontologist"
"Ignazio Silone","1900-5-1"," politician (Bread and Wine)"
"Kate Smith","1909-5-1"," singer (God Bless America)"
"Cliff Battles","1910-5-1"," NFL halfback (Boston/Washington Redskins)"
"Glenn Ford","1916-5-1"," Midway)"
"Danielle Darieux","1917-5-1"," in France"
"Jack Paar","1918-5-1"," Tonight Show host"
"Malcolm Scott Carpenter","1925-5-1"," Mercury astronaut (Aurora 7)"
"Chuck Bednarik","1925-5-1"," linebacker (Philadelphia Eagles)"
"Ollie Matson","1930-5-1"," Eagles)"
"Judy Collins","1939-5-1"," in Seattle Wash"
"Rita Coolidge","1945-5-1"," in Tennessee"
"Alessandro Scarlatti","1660-5-2"," Italian composer"
"Catherine II (the Great)","1729-5-2"," empress of Russia (1762-96)"
"Henry Martyn Robert","1837-5-2"," author of "Robert's Rules of Order""
"Theodor Herzl","1840-5-2"," founder of Zionist movement"
"Sir D'Arcy Thompson","1860-5-2"," classicist (On Growth and Form)"
"Brian Aherne","1902-5-2"," Actor"
"Benjamin Spock","1903-5-2"," pediatrician"
"Bing Crosby","1904-5-2"," Actor (Going My Way)"
"Theodore Bikel","1924-5-2"," folk singer"
"Leslie Gore","1946-5-2"," cries at her own party"
"Niccolo Machiavelli","1469-5-3"," politician (The Prince)"
"Richard D'Oyly Carte","1844-5-3"," impresario"
"Francois Coty","1874-5-3"," perfumemaker"
"Sir George Thomson","1892-5-3"," demonstrated electron diffraction (Nobel 1937)"
"V.K. Krishna Menon","1897-5-3"," statesman"
"Golda Meir","1898-5-3"," 4th Israeli PM (1969-74)"
"Mary Astor","1906-5-3"," Actress"
"Pete Seeger","1919-5-3"," folk singer"
"Betty Comden","1919-5-3"," Bkln"
"Sugar Ray Robinson","1920-5-3"," boxer"
"Franki Valli","1937-5-3"," singer"
"Samantha Eggar","1939-5-3"," in England"
"Nona Gaprindasvili","1941-5-3"," world women's chess champ (1962-78)"
"Vera Caslavska-Odlozilova","1942-5-3"," Czechoslovak Olympic gymnast"
"Horace Mann","1796-5-4"," educator"
"Joseph Whitaker","1820-5-4"," founded Whitaker's Almanack"
"Julia Gardiner Tyler","1820-5-4"," 2nd wife of President John Tyler"
"Thomas Henry Huxley","1825-5-4"," scientist and humanist"
"Kakuei Tanaka","1918-5-4"," Japanese prime minister convicted of bribe-taking"
"Audrey Hepburn","1929-5-4"," My Fair Lady)"
"Roberta Peters","1930-5-4"," NYC"
"Julie Budd","1954-5-4"," Bkln"
"Mary McDonough","1961-5-4","Mary McDonough"
"Síren Kierkegaard","1813-5-5"," founder of Existentialism"
"Karl Marx","1818-5-5","Karl Marx"
"H.H. Bancroft","1832-5-5"," publisher"
"Henryk Sienkiewicz","1846-5-5"," Polish author (Quo Vadis) (Nobel 1905)"
"Nellie Bly","1867-5-5"," name became a synonym for female star reporter"
"Author Christopher Morley","1890-5-5","Author Christopher Morley"
"F.F. Gosden (Amos)","1899-5-5","F.F. Gosden (Amos)"
"Spencer Tracy","1900-5-5"," Actor (Guess Who's Coming to Dinner)"
"James Beard","1903-5-5"," American culinary expert and author"
"Richard H. Rovere","1915-5-5"," journalist"
"Tony Canadeo","1919-5-5"," NFL halfback (Green Bay Packers)"
"Monica Lewis","1925-5-5","Monica Lewis"
"Ann B Davis","1926-5-5"," in Schnectady NY - Brady Bunch maid"
"Pat Carrol","1927-5-5"," in Shrevport Louisiana"
"Michael J. Adams","1930-5-5"," X-15 pilot"
"Tammy Wynette","1942-5-5"," Redbay Alabama"
"Henry II","973-5-6"," Holy Roman emperor (1014-24)"
"John Penn","1740-5-6"," signer of the Declaration of Independence"
"Robespierre","1758-5-6"," French Revolutionary leader"
"Grove Karl Gilbert","1843-5-6"," Utah"
"Robert Peary","1856-5-6"," artic explorer"
"Sigmund Freud","1856-5-6"," cigar smoker"
"Luis Mar¡a Drago","1859-5-6"," anti-interventionist"
"Rabindranath Tagore","1861-5-6"," composer (Nobel 1913)"
"AP Giannini","1870-5-6"," founder of Bank of America"
"Emmanuel Celler","1888-5-6"," former congressman"
"Rudolph Valentino","1895-5-6"," sheik"
"Harry Golden","1902-5-6"," writer"
"Max Ophulus","1902-5-6"," film director"
"Aram Khachaturian","1903-5-6"," composer"
"Harry Martinson","1904-5-6"," poet (Trade Wind) (Nobel 1974)"
"Toots Shor","1905-5-6"," restaurateur"
"Weeb Ewbank","1907-5-6"," New York Jets)"
"Theodore H. White","1915-5-6"," writer"
"Orson Welles","1915-5-6"," Third Man)"
"Mimi Benzell","1924-5-6"," in Bridgeport"
"Marguerite Piazza","1926-5-6"," operatic soprano"
"Willie Mays","1931-5-6"," the "Say Hey Kid.""
"Lori Singer","1962-5-6"," in Chorpus Christi Texas"
"Sir Francis Beaufort","1774-5-7"," naval officer who devised scale of wind force"
"Robert Browning","1812-5-7"," English poet"
"Johannes Brahms","1833-5-7"," enjoys a good lullaby"
"Peter Ilich Tchaikovsky","1840-5-7"," Russian composer (1812 Overture)"
"Archibald Primrose","1847-5-7"," British P.M. (1894-95)"
"Josip Broz Tito","1892-5-7"," leader of Yugoslavia (1943-80)"
"Gary Cooper","1901-5-7"," The Plainsman)"
"Edwin Land","1909-5-7"," founded instant photography (Polaroid)"
"Eva Per¢n","1919-5-7"," Argentine 1st lady"
"Darren McGavin","1922-5-7"," Actor (Night Stalker)"
"Anne Baxter","1923-5-7"," All About Eve)"
"Val Bisoglio","1926-5-7"," Actor"
"Teresa Brewer","1931-5-7"," in Toledo Oh - Put another nickel it"
"Pete Domeneci","1932-5-7"," NM sen"
"Johnny Unitas","1933-5-7"," San Diego)"
"Sivi Aberg","1944-5-7","Sivi Aberg"
"Robin Strasser","1945-5-7"," in NYC"
"Janis Ian (Fink)","1951-5-7"," in NYC"
"Edward Gibbon","1737-5-8"," historian (Decline and Fall of the Roman Empire)"
"Thomas Hancock","1786-5-8"," founded British rubber industry"
"William Walker","1824-5-8"," president of Nicaragua (1856-57)"
"Henri Dunant","1828-5-8"," YMCA (Nobel 1901)"
"Louis Moreau Gottschalk","1829-5-8"," 1st internationally recognized US pianist"
"Harry S Truman","1884-5-8"," 32nd President (1945-1949)"
"Jose G¢mez (Joselito el Gallo)","1895-5-8"," bullfighter"
"Fulton J Sheen","1895-5-8"," bishop"
"Sloan Wilson","1920-5-8"," American novelist"
"David Attenborough","1926-5-8"," Environmentalist"
"Don Rickles","1926-5-8"," comedian"
"Theodore Sorenson","1928-5-8"," former presidential advisor"
"Gary Snyder","1930-5-8"," beat poet (Rip Rap and Cold Mountain Poems)"
"Doug Atkins","1930-5-8"," New Orleans)"
"Salome Jens","1935-5-8"," Wisconsin"
"Sen Dennis DeConcini","1937-5-8"," D-Ariz"
"Peter Benchley","1940-5-8"," The Deep)"
"Ricky Nelson","1940-5-8"," Garden Party)"
"Angel Cordero","1942-5-8"," Jockey"
"Toni Tennille","1943-5-8"," only female Beachboy in Montgomery Ala"
"Melissa Gilbert","1964-5-8"," LA"
"John Brown","1800-5-9"," leader of attack on Harpers Ferry"
"Belle Boyd","1843-5-9"," lecturer"
"James M Barrie","1860-5-9"," Scotland"
"Sir James Barrie","1860-5-9"," The Little Minister)"
"Howard Carter","1873-5-9"," Egyptologist found King Tut"
"Henry J Kaiser","1882-5-9"," Jeeps)"
"Jose Ortega y Gasset","1883-5-9"," Spanish philosopher (Revolt of the Masses)"
"Barbara Woodhouse","1910-5-9"," Dog training expert"
"Theodore Kheel","1914-5-9"," labor negotiator"
